FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2
;;;;;;;;;;;;06/04/2015;0;06/08/2015;0;06/12/2015;0;05/04/2016;0;05/08/2016;0;05/12/2016;0;07/04/2017;0;07/08/2017;0;06/12/2017;0;06/04/2018;0;06/08/2018;0;06/12/2018;0;06/04/2019;1.4;27/07/2019;4.8;16/12/2019;0;08/04/2020;0;08/08/2020;1.2;07/12/2020;5.2;06/04/2021;0;06/08/2021;0;06/12/2021;2.2;06/04/2022;0;05/08/2022;0;06/12/2022;0.2;;
;;;;;;;;;;;;07/04/2015;0;07/08/2015;0;07/12/2015;0;06/04/2016;0;06/08/2016;0;06/12/2016;0;08/04/2017;0;08/08/2017;0;07/12/2017;0;07/04/2018;7.6;07/08/2018;0;07/12/2018;0;07/04/2019;0.2;28/07/2019;0;17/12/2019;1.4;09/04/2020;0.8;09/08/2020;0;08/12/2020;10.4;07/04/2021;0;07/08/2021;0.2;07/12/2021;6;07/04/2022;0.4;06/08/2022;0;07/12/2022;0;;
;;;;;;;;;;;;08/04/2015;0;08/08/2015;0;08/12/2015;1.4;07/04/2016;0.4;07/08/2016;0;07/12/2016;0;09/04/2017;0;09/08/2017;0;08/12/2017;0;08/04/2018;0;08/08/2018;0;08/12/2018;0;08/04/2019;14.2;29/07/2019;0;18/12/2019;0;10/04/2020;0.8;10/08/2020;0.2;09/12/2020;2;08/04/2021;3.8;08/08/2021;0;08/12/2021;2.8;08/04/2022;5.2;07/08/2022;0;08/12/2022;3.4;;
;;;;;;;;;;;;09/04/2015;0;09/08/2015;0;09/12/2015;0;08/04/2016;2.8;08/08/2016;0;08/12/2016;0;10/04/2017;0;10/08/2017;0;09/12/2017;1;09/04/2018;36.4;09/08/2018;0;09/12/2018;0;09/04/2019;1;30/07/2019;0;19/12/2019;7.8;11/04/2020;1.4;11/08/2020;13.4;10/12/2020;1.6;09/04/2021;3;09/08/2021;0;09/12/2021;;09/04/2022;1.4;08/08/2022;0;09/12/2022;1.6;;
;;;;;;;;;;;;10/04/2015;;10/08/2015;0;10/12/2015;;09/04/2016;0;09/08/2016;0.2;09/12/2016;0;11/04/2017;0;11/08/2017;0;10/12/2017;0.6;10/04/2018;14.2;10/08/2018;0;10/12/2018;0;10/04/2019;0.6;31/07/2019;0;20/12/2019;16;12/04/2020;2;12/08/2020;5;11/12/2020;6.8;10/04/2021;7.4;10/08/2021;0;10/12/2021;2.4;10/04/2022;0;09/08/2022;0;10/12/2022;0.2;;
;;;;;;;;;;;;11/04/2015;0.6;11/08/2015;0.6;11/12/2015;;10/04/2016;1;10/08/2016;0;10/12/2016;0;12/04/2017;0;12/08/2017;0;11/12/2017;7.2;11/04/2018;7.6;11/08/2018;0;11/12/2018;0;11/04/2019;0.2;01/08/2019;16.6;21/12/2019;3.2;13/04/2020;1.2;13/08/2020;0;12/12/2020;0;11/04/2021;7.4;11/08/2021;0;11/12/2021;4.2;11/04/2022;4;10/08/2022;;11/12/2022;1.6;;
;;;;;;;;;;;;12/04/2015;0;12/08/2015;0;12/12/2015;;11/04/2016;2;11/08/2016;0.2;11/12/2016;0;13/04/2017;0;13/08/2017;0;12/12/2017;0.2;12/04/2018;0.4;12/08/2018;0;12/12/2018;0;12/04/2019;0;02/08/2019;0;22/12/2019;2.2;14/04/2020;0;14/08/2020;0;13/12/2020;0;12/04/2021;0;12/08/2021;0;12/12/2021;0;12/04/2022;10;11/08/2022;;12/12/2022;18.4;;
;;;;;;;;;;;;13/04/2015;;13/08/2015;2.4;13/12/2015;;12/04/2016;1.4;12/08/2016;0;12/12/2016;0;14/04/2017;0;14/08/2017;0;13/12/2017;0;13/04/2018;4.6;13/08/2018;0;13/12/2018;15.6;13/04/2019;0;03/08/2019;0;23/12/2019;0;15/04/2020;3;15/08/2020;0;14/12/2020;4.6;13/04/2021;0;13/08/2021;0;13/12/2021;0;13/04/2022;0;12/08/2022;;13/12/2022;2.8;;
;;;;;;;;;;;;14/04/2015;0;14/08/2015;0;14/12/2015;;13/04/2016;0;13/08/2016;0;13/12/2016;0;15/04/2017;0;15/08/2017;0;14/12/2017;1.4;14/04/2018;0.4;14/08/2018;0;14/12/2018;0.2;14/04/2019;0;04/08/2019;0;24/12/2019;0;16/04/2020;6;16/08/2020;0;15/12/2020;0;14/04/2021;0;14/08/2021;0;14/12/2021;0;14/04/2022;0;13/08/2022;;14/12/2022;1.4;;
;;;;;;;;;;;;15/04/2015;0;15/08/2015;1.2;15/12/2015;;14/04/2016;2;14/08/2016;0;14/12/2016;0;16/04/2017;0;16/08/2017;0;15/12/2017;0.2;15/04/2018;0.6;15/08/2018;0;15/12/2018;0;15/04/2019;15;05/08/2019;0;25/12/2019;0;17/04/2020;0.4;17/08/2020;4.6;16/12/2020;0;15/04/2021;0;15/08/2021;0;15/12/2021;0;15/04/2022;0;14/08/2022;;15/12/2022;8.6;;
;;;;;;;;;;;;16/04/2015;0.4;16/08/2015;0;16/12/2015;0;15/04/2016;3.6;15/08/2016;0;15/12/2016;0;17/04/2017;0;17/08/2017;0;16/12/2017;0.8;16/04/2018;9.6;16/08/2018;0;16/12/2018;4;16/04/2019;0.4;06/08/2019;0;26/12/2019;0;18/04/2020;7.4;18/08/2020;0.4;17/12/2020;0;16/04/2021;0;16/08/2021;0;16/12/2021;0;16/04/2022;0;15/08/2022;;16/12/2022;1.8;;
;;;;;;;;;;;;17/04/2015;0.4;17/08/2015;0;17/12/2015;;16/04/2016;7.8;16/08/2016;0;16/12/2016;1;18/04/2017;0;18/08/2017;0;17/12/2017;0.2;17/04/2018;0;17/08/2018;0;17/12/2018;0;17/04/2019;0.2;07/08/2019;0.8;27/12/2019;0;19/04/2020;0.2;19/08/2020;0;18/12/2020;0;17/04/2021;0;17/08/2021;0;17/12/2021;0;17/04/2022;0;16/08/2022;;17/12/2022;0;;
;;;;;;;;;;;;18/04/2015;2;18/08/2015;0;18/12/2015;;17/04/2016;0;17/08/2016;0;17/12/2016;0;19/04/2017;0;19/08/2017;0;18/12/2017;0;18/04/2018;0;18/08/2018;0;18/12/2018;0;18/04/2019;25.4;08/08/2019;0;28/12/2019;0;20/04/2020;0;20/08/2020;0;19/12/2020;3.6;18/04/2021;0;18/08/2021;0;18/12/2021;0;18/04/2022;0;17/08/2022;;18/12/2022;0;;
;;;;;;;;;;;;19/04/2015;0;19/08/2015;0;19/12/2015;0;18/04/2016;0;18/08/2016;0;18/12/2016;0;20/04/2017;0;20/08/2017;0;19/12/2017;0;19/04/2018;0;19/08/2018;0;19/12/2018;0;19/04/2019;7.6;09/08/2019;0.2;29/12/2019;0;21/04/2020;5.4;21/08/2020;1.4;20/12/2020;0;19/04/2021;0;19/08/2021;0;19/12/2021;0;19/04/2022;8.4;18/08/2022;;19/12/2022;0;;
;;;;;;;;;;;;20/04/2015;0;20/08/2015;;20/12/2015;;19/04/2016;3.2;19/08/2016;0;19/12/2016;0;21/04/2017;0;21/08/2017;0;20/12/2017;0;20/04/2018;0;20/08/2018;0;20/12/2018;0;20/04/2019;0;10/08/2019;0;30/12/2019;;22/04/2020;0;22/08/2020;0;21/12/2020;0;20/04/2021;0.6;20/08/2021;0;20/12/2021;0;20/04/2022;0.4;19/08/2022;;20/12/2022;6;;
;;;;;;;;;;;;21/04/2015;0;21/08/2015;0;21/12/2015;;20/04/2016;7;20/08/2016;0.2;20/12/2016;1.2;22/04/2017;0;22/08/2017;0;21/12/2017;0;21/04/2018;0;21/08/2018;0;21/12/2018;0;21/04/2019;0;11/08/2019;4.8;31/12/2019;0;23/04/2020;0;23/08/2020;0;22/12/2020;0;21/04/2021;1.2;21/08/2021;0;21/12/2021;0;21/04/2022;0;20/08/2022;;21/12/2022;0.2;;
;;;;;;;;;;;;22/04/2015;4.2;22/08/2015;18.6;22/12/2015;;21/04/2016;0.2;21/08/2016;0;21/12/2016;2.6;23/04/2017;0;23/08/2017;0;22/12/2017;0;22/04/2018;3.2;22/08/2018;0.8;22/12/2018;0;22/04/2019;0;;;;;24/04/2020;0;24/08/2020;0;23/12/2020;0;22/04/2021;1.2;22/08/2021;0;22/12/2021;0;22/04/2022;3.2;21/08/2022;;22/12/2022;0;;
;;;;;;;;;;;;23/04/2015;0;23/08/2015;0;23/12/2015;;22/04/2016;6.2;22/08/2016;0;22/12/2016;2.2;24/04/2017;0;24/08/2017;0;23/12/2017;0;23/04/2018;0;23/08/2018;0;23/12/2018;0;;;;;;;25/04/2020;4.6;25/08/2020;0;24/12/2020;0;23/04/2021;0;23/08/2021;0;23/12/2021;0;23/04/2022;5.4;22/08/2022;;23/12/2022;0;;
;;;;;;;;;;;;24/04/2015;0;24/08/2015;0.4;24/12/2015;;23/04/2016;2.6;23/08/2016;0;23/12/2016;0;25/04/2017;4.6;25/08/2017;0;24/12/2017;0;24/04/2018;0;24/08/2018;0.4;24/12/2018;0;;;;;;;26/04/2020;4.4;26/08/2020;0;25/12/2020;0;24/04/2021;0;24/08/2021;0;24/12/2021;0;24/04/2022;0;23/08/2022;;24/12/2022;0;;
;;;;;;;;;;;;25/04/2015;0.6;25/08/2015;0;25/12/2015;0;24/04/2016;0.2;24/08/2016;0;24/12/2016;0;26/04/2017;0.8;26/08/2017;0;25/12/2017;0;25/04/2018;0;25/08/2018;0;25/12/2018;0;;;;;;;27/04/2020;1.4;27/08/2020;0;26/12/2020;0;25/04/2021;7.4;25/08/2021;0;25/12/2021;0;25/04/2022;0;24/08/2022;;25/12/2022;0;;
;;;;;;;;;;;;26/04/2015;1.8;26/08/2015;0;26/12/2015;0;25/04/2016;0;25/08/2016;0;25/12/2016;0;27/04/2017;0;27/08/2017;6.2;26/12/2017;4;26/04/2018;0.2;26/08/2018;0;26/12/2018;0;;;;;;;28/04/2020;0;28/08/2020;0;27/12/2020;0;26/04/2021;0.4;26/08/2021;0;26/12/2021;0.4;26/04/2022;0;25/08/2022;;26/12/2022;0.6;;
;;;;;;;;;;;;27/04/2015;0.2;27/08/2015;0;27/12/2015;0;26/04/2016;0;26/08/2016;0;26/12/2016;0;28/04/2017;0;28/08/2017;13.6;27/12/2017;3.8;27/04/2018;0;27/08/2018;0;27/12/2018;0;;;;;;;29/04/2020;0;29/08/2020;1.8;28/12/2020;0;27/04/2021;11.4;27/08/2021;0;27/12/2021;0;27/04/2022;8.4;26/08/2022;;27/12/2022;0.2;;
;;;;;;;;;;;;28/04/2015;0.2;28/08/2015;0;28/12/2015;1.4;27/04/2016;0;27/08/2016;0;27/12/2016;0;29/04/2017;0.2;29/08/2017;0;28/12/2017;0;28/04/2018;6.4;28/08/2018;0;28/12/2018;0;;;;;;;30/04/2020;0;30/08/2020;0;29/12/2020;0;28/04/2021;3;28/08/2021;0;28/12/2021;0;28/04/2022;5;27/08/2022;;28/12/2022;0;;
;;;;;;;;;;;;29/04/2015;0;29/08/2015;0;29/12/2015;1.6;28/04/2016;0;28/08/2016;0;28/12/2016;0;30/04/2017;4.8;30/08/2017;2;29/12/2017;0;29/04/2018;2.6;29/08/2018;0;29/12/2018;0;;;;;;;01/05/2020;11.2;31/08/2020;0;30/12/2020;0;29/04/2021;6.6;29/08/2021;0;29/12/2021;0;29/04/2022;0;28/08/2022;;29/12/2022;4.4;;
;;;;;;;;;;;;30/04/2015;0;30/08/2015;6;30/12/2015;;29/04/2016;0;29/08/2016;0;29/12/2016;0;01/05/2017;0;31/08/2017;0.4;30/12/2017;0;30/04/2018;0.2;30/08/2018;0;30/12/2018;0;;;;;;;02/05/2020;0;01/09/2020;0;31/12/2020;0;30/04/2021;0.8;30/08/2021;0;30/12/2021;0;30/04/2022;0;29/08/2022;;30/12/2022;0.6;;
;;;;;;;;;;;;01/05/2015;0.6;31/08/2015;15.4;31/12/2015;;30/04/2016;1.4;30/08/2016;0;30/12/2016;0;02/05/2017;0.4;01/09/2017;0;31/12/2017;2.6;01/05/2018;0;31/08/2018;0;31/12/2018;0;;;;;;;03/05/2020;0;02/09/2020;0;;;01/05/2021;0;31/08/2021;0;31/12/2021;0;01/05/2022;0;30/08/2022;;31/12/2022;0;;
;;;;;;;;;;;;02/05/2015;0;01/09/2015;0.2;;;01/05/2016;0;31/08/2016;0;31/12/2016;0;03/05/2017;0;;;;;02/05/2018;0.8;01/09/2018;0;;;;;;;;;;;;;;;02/05/2021;0;01/09/2021;4.8;;;;;;;;;;
